name,version,directory,repository,summary,from package.json,from license,from readme
postcss-load-config,4.0.2,/Metro/vehicles_frontend/sveltenetics/node_modules/tailwindcss/node_modules/postcss-load-config,(none),MIT,MIT,MIT,
postcss-nested,6.0.1,/Metro/vehicles_frontend/sveltenetics/node_modules/postcss-nested,postcss/postcss-nested,MIT,MIT,MIT,
postcss-selector-parser,6.1.1,/Metro/vehicles_frontend/sveltenetics/node_modules/tailwindcss/node_modules/postcss-selector-parser,(none),MIT,MIT,,MIT
postcss-value-parser,4.2.0,/Metro/vehicles_frontend/sveltenetics/node_modules/postcss-value-parser,https://github.com/TrySound/postcss-value-parser,MIT,MIT,,MIT
procedures,1.1.0,/Metro/vehicles_frontend/sveltenetics/node_modules/procedures,(none),ISC,ISC,,
process-nextick-args,2.0.1,/Metro/vehicles_frontend/sveltenetics/node_modules/process-nextick-args,https://github.com/calvinmetcalf/process-nextick-args,MIT,MIT,,
proxy-from-env,1.1.0,/Metro/vehicles_frontend/sveltenetics/node_modules/proxy-from-env,https://github.com/Rob--W/proxy-from-env,MIT,MIT,MIT,
pump,3.0.0,/Metro/vehicles_frontend/sveltenetics/node_modules/pump,http://github.com/mafintosh/pump,MIT,MIT,MIT,MIT
punycode,2.3.1,/Metro/vehicles_frontend/sveltenetics/node_modules/punycode,https://github.com/mathiasbynens/punycode.js,MIT,MIT,,
queue-microtask,1.2.3,/Metro/vehicles_frontend/sveltenetics/node_modules/queue-microtask,http://github.com/feross/queue-microtask,MIT,MIT,MIT,
quick-lru,5.1.1,/Metro/vehicles_frontend/sveltenetics/node_modules/quick-lru,sindresorhus/quick-lru,MIT,MIT,MIT,
rc,1.2.8,/Metro/vehicles_frontend/sveltenetics/node_modules/rc,https://github.com/dominictarr/rc,(BSD-2-Clause OR MIT OR Apache-2.0);BSD;MIT,(BSD-2-Clause OR MIT OR Apache-2.0),MIT,BSD;MIT
read-cache,1.0.0,/Metro/vehicles_frontend/sveltenetics/node_modules/read-cache,https://github.com/TrySound/read-cache,MIT,MIT,MIT,MIT
readable-stream,2.3.8,/Metro/vehicles_frontend/sveltenetics/node_modules/readable-stream,http://github.com/nodejs/readable-stream,MIT,MIT,,
readdirp,3.6.0,/Metro/vehicles_frontend/sveltenetics/node_modules/readdirp,http://github.com/paulmillr/readdirp,MIT,MIT,MIT,MIT
resolve,1.22.8,/Metro/vehicles_frontend/sveltenetics/node_modules/resolve,http://github.com/browserify/resolve,MIT,MIT,MIT,MIT
resolve-alpn,1.2.1,/Metro/vehicles_frontend/sveltenetics/node_modules/resolve-alpn,https://github.com/szmarczak/resolve-alpn,MIT,MIT,MIT,MIT
responselike,2.0.1,/Metro/vehicles_frontend/sveltenetics/node_modules/@aptos-labs/aptos-client/node_modules/got/node_modules/responselike,(none),MIT,MIT,,MIT
responselike,3.0.0,/Metro/vehicles_frontend/sveltenetics/node_modules/responselike,sindresorhus/responselike,MIT,MIT,MIT,
reusify,1.0.4,/Metro/vehicles_frontend/sveltenetics/node_modules/reusify,https://github.com/mcollina/reusify,MIT,MIT,MIT,MIT
rollup,4.18.1,/Metro/vehicles_frontend/sveltenetics/node_modules/rollup,rollup/rollup,ISC;MIT,MIT,ISC;MIT,
run-parallel,1.2.0,/Metro/vehicles_frontend/sveltenetics/node_modules/run-parallel,http://github.com/feross/run-parallel,MIT,MIT,MIT,
safe-buffer,5.1.2,/Metro/vehicles_frontend/sveltenetics/node_modules/safe-buffer,http://github.com/feross/safe-buffer,MIT,MIT,MIT,
semver,6.3.1,/Metro/vehicles_frontend/sveltenetics/node_modules/@babel/core/node_modules/semver,(none),ISC,ISC,ISC,
semver,7.6.2,/Metro/vehicles_frontend/sveltenetics/node_modules/semver,https://github.com/npm/node-semver,ISC,ISC,ISC,
sentence-case,3.0.4,/Metro/vehicles_frontend/sveltenetics/node_modules/sentence-case,http://github.com/blakeembrey/change-case,MIT,MIT,MIT,MIT
setimmediate,1.0.5,/Metro/vehicles_frontend/sveltenetics/node_modules/setimmediate,YuzuJS/setImmediate,MIT,MIT,,
shebang-command,2.0.0,/Metro/vehicles_frontend/sveltenetics/node_modules/shebang-command,kevva/shebang-command,MIT,MIT,MIT,
shebang-regex,3.0.0,/Metro/vehicles_frontend/sveltenetics/node_modules/shebang-regex,sindresorhus/shebang-regex,MIT,MIT,MIT,MIT
signal-exit,3.0.7,/Metro/vehicles_frontend/sveltenetics/node_modules/@antfu/install-pkg/node_modules/execa/node_modules/signal-exit,(none),ISC,ISC,ISC,
signal-exit,4.1.0,/Metro/vehicles_frontend/sveltenetics/node_modules/signal-exit,https://github.com/tapjs/signal-exit,ISC,ISC,ISC,
sirv,2.0.4,/Metro/vehicles_frontend/sveltenetics/node_modules/sirv,lukeed/sirv,MIT,MIT,,MIT
source-map-js,1.2.0,/Metro/vehicles_frontend/sveltenetics/node_modules/source-map-js,7rulnik/source-map-js,BSD-3-Clause,BSD-3-Clause,,
split-text-to-chunks,1.0.0,/Metro/vehicles_frontend/sveltenetics/node_modules/split-text-to-chunks,srcagency/wrap-words,MIT,MIT,,
string-width,4.2.3,/Metro/vehicles_frontend/sveltenetics/node_modules/string-width-cjs,sindresorhus/string-width,MIT,MIT,MIT,
string_decoder,1.1.1,/Metro/vehicles_frontend/sveltenetics/node_modules/string_decoder,http://github.com/nodejs/string_decoder,MIT,MIT,,
strip-ansi,7.1.0,/Metro/vehicles_frontend/sveltenetics/node_modules/string-width/node_modules/strip-ansi,(none),MIT,MIT,MIT,
strip-final-newline,2.0.0,/Metro/vehicles_frontend/sveltenetics/node_modules/@antfu/install-pkg/node_modules/execa/node_modules/strip-final-newline,(none),MIT,MIT,MIT,MIT
strip-json-comments,2.0.1,/Metro/vehicles_frontend/sveltenetics/node_modules/rc/node_modules/strip-json-comments,(none),MIT,MIT,MIT,MIT
sucrase,3.35.0,/Metro/vehicles_frontend/sveltenetics/node_modules/sucrase,https://github.com/alangpierce/sucrase,MIT,MIT,MIT,
suffix-thumb,5.0.2,/Metro/vehicles_frontend/sveltenetics/node_modules/suffix-thumb,http://github.com/spencermountain/suffix-thumb,MIT,MIT,MIT,MIT
supports-color,5.5.0,/Metro/vehicles_frontend/sveltenetics/node_modules/@babel/highlight/node_modules/chalk/node_modules/supports-color,(none),MIT,MIT,MIT,MIT
supports-preserve-symlinks-flag,1.0.0,/Metro/vehicles_frontend/sveltenetics/node_modules/supports-preserve-symlinks-flag,https://github.com/inspect-js/node-supports-preserve-symlinks-flag,MIT,MIT,MIT,
svelte-preprocess,6.0.2,/Metro/vehicles_frontend/sveltenetics/node_modules/svelte-preprocess,https://github.com/sveltejs/svelte-preprocess,MIT,MIT,,
sveltenetics,0.0.1,/Metro/vehicles_frontend/sveltenetics,(none),Apache;BSD;GPL;ISC;MIT;Public Domain;WTFPL,,Apache;BSD;GPL;ISC;MIT;Public Domain;WTFPL,
tabbable,6.2.0,/Metro/vehicles_frontend/sveltenetics/node_modules/tabbable,https://github.com/focus-trap/tabbable,MIT,MIT,MIT,
tablemark,3.1.0,/Metro/vehicles_frontend/sveltenetics/node_modules/tablemark,https://github.com/haltcase/tablemark,MIT,MIT,MIT,MIT
tailwindcss,3.4.4,/Metro/vehicles_frontend/sveltenetics/node_modules/tailwindcss,https://github.com/tailwindlabs/tailwindcss,MIT,MIT,MIT,
text-table,0.2.0,/Metro/vehicles_frontend/sveltenetics/node_modules/text-table,http://github.com/substack/text-table,MIT,MIT,MIT,MIT
thenify,3.3.1,/Metro/vehicles_frontend/sveltenetics/node_modules/thenify,thenables/thenify,MIT,MIT,MIT,
thenify-all,1.6.0,/Metro/vehicles_frontend/sveltenetics/node_modules/thenify-all,thenables/thenify-all,MIT,MIT,MIT,
to-fast-properties,2.0.0,/Metro/vehicles_frontend/sveltenetics/node_modules/to-fast-properties,sindresorhus/to-fast-properties,MIT,MIT,MIT,MIT
to-regex-range,5.0.1,/Metro/vehicles_frontend/sveltenetics/node_modules/to-regex-range,micromatch/to-regex-range,MIT,MIT,MIT,
totalist,3.0.1,/Metro/vehicles_frontend/sveltenetics/node_modules/totalist,lukeed/totalist,MIT,MIT,MIT,MIT
ts-custom-error,3.3.1,/Metro/vehicles_frontend/sveltenetics/node_modules/ts-custom-error,github:adriengibrat/ts-custom-error,MIT,MIT,MIT,
ts-interface-checker,0.1.13,/Metro/vehicles_frontend/sveltenetics/node_modules/ts-interface-checker,https://github.com/gristlabs/ts-interface-checker,Apache;Apache-2.0,Apache-2.0,Apache,
tslib,2.6.3,/Metro/vehicles_frontend/sveltenetics/node_modules/tslib,https://github.com/Microsoft/tslib,0BSD,0BSD,,
ufo,1.5.3,/Metro/vehicles_frontend/sveltenetics/node_modules/ufo,unjs/ufo,MIT,MIT,MIT,
unconfig,0.3.13,/Metro/vehicles_frontend/sveltenetics/node_modules/unconfig,https://github.com/antfu/unconfig,MIT,MIT,MIT,
undici-types,5.26.5,/Metro/vehicles_frontend/sveltenetics/node_modules/undici-types,https://github.com/nodejs/undici,MIT,MIT,,
unocss,0.57.7,/Metro/vehicles_frontend/sveltenetics/node_modules/ato-ui/node_modules/unocss,(none),MIT,MIT,MIT,
unocss,0.61.3,/Metro/vehicles_frontend/sveltenetics/node_modules/unocss,https://github.com/unocss/unocss,MIT,MIT,MIT,
update-browserslist-db,1.1.0,/Metro/vehicles_frontend/sveltenetics/node_modules/update-browserslist-db,browserslist/update-db,MIT,MIT,MIT,
upper-case-first,2.0.2,/Metro/vehicles_frontend/sveltenetics/node_modules/upper-case-first,http://github.com/blakeembrey/change-case,MIT,MIT,MIT,MIT
uri-js,4.4.1,/Metro/vehicles_frontend/sveltenetics/node_modules/uri-js,http://github.com/garycourt/uri-js,BSD-2-Clause,BSD-2-Clause,,
util-deprecate,1.0.2,/Metro/vehicles_frontend/sveltenetics/node_modules/util-deprecate,http://github.com/TooTallNate/util-deprecate,MIT,MIT,MIT,MIT
vanilla-picker,2.12.3,/Metro/vehicles_frontend/sveltenetics/node_modules/vanilla-picker,https://github.com/Sphinxxxx/vanilla-picker,ISC,ISC,ISC,ISC
visit-values,2.0.0,/Metro/vehicles_frontend/sveltenetics/node_modules/visit-values,https://github.com/kessler/node-visit-values,MIT,MIT,MIT,
which,2.0.2,/Metro/vehicles_frontend/sveltenetics/node_modules/which,http://github.com/isaacs/node-which,BSD;ISC,ISC,ISC,BSD
wrap-ansi,7.0.0,/Metro/vehicles_frontend/sveltenetics/node_modules/wrap-ansi-cjs,chalk/wrap-ansi,MIT,MIT,MIT,
wrappy,1.0.2,/Metro/vehicles_frontend/sveltenetics/node_modules/wrappy,https://github.com/npm/wrappy,ISC,ISC,ISC,
yallist,3.1.1,/Metro/vehicles_frontend/sveltenetics/node_modules/@babel/helper-compilation-targets/node_modules/lru-cache/node_modules/yallist,(none),ISC,ISC,ISC,
yaml,2.4.5,/Metro/vehicles_frontend/sveltenetics/node_modules/tailwindcss/node_modules/postcss-load-config/node_modules/yaml,(none),ISC,ISC,,ISC
yocto-queue,0.1.0,/Metro/vehicles_frontend/sveltenetics/node_modules/p-locate/node_modules/p-limit/node_modules/yocto-queue,(none),MIT,MIT,MIT,
